Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
576;709;74;70;91;59;1002;1022;20;9.0;16
577;473;89;30;59;10;1003;1026;23;9.0;38
578;92;59;7;59;39;1004;1030;26;10.2;59
579;212;96;10;91;31;1010;1030;20;9.2;22
580;612;31;52;18;29;1010;1020;10;4.0;6
581;282;38;11;91;31;1013;1040;27;11.8;26
582;570;48;43;64;31;1013;1033;20;7.5;38
583;215;99;10;31;91;1015;1035;20;8.9;25
584;472;88;30;10;56;1016;1032;16;7.3;11
585;711;76;70;91;59;1017;1037;20;9.0;18
586;475;91;30;59;10;1018;1041;23;9.0;58
587;571;49;43;31;64;1019;1039;20;8.0;47
588;313;19;12;18;24;1019;1041;22;10.5;71
589;712;77;70;59;91;1022;1042;20;9.0;71
590;611;30;52;29;56;1025;1035;10;4.3;4
591;214;98;10;91;31;1025;1045;20;9.2;44
592;217;101;10;31;91;1030;1050;20;8.9;59
593;474;90;30;10;59;1031;1052;21;8.5;28
594;477;93;30;59;10;1033;1056;23;9.0;48
595;93;60;7;39;59;1034;1059;25;10.1;50
596;283;39;11;31;91;1035;1065;30;12.0;43
597;378;37;27;59;70;1037;1070;33;15.5;92
598;216;100;10;91;31;1040;1060;20;9.2;53
599;572;50;43;64;31;1043;1063;20;7.5;22
600;219;103;10;31;91;1045;1065;20;8.9;22
601;476;92;30;10;59;1046;1067;21;8.5;21
602;314;20;12;24;59;1046;1074;28;12.0;61
603;713;78;70;91;59;1047;1067;20;9.0;40
604;341;21;13;59;43;1048;1077;29;13.0;30
605;631;33;62;5;5;1050;1084;34;13.8;19
606;114;25;9;31;103;1050;1065;15;7.6;100
607;714;79;70;59;91;1052;1072;20;9.0;52
608;479;95;30;18;10;1053;1071;18;7.5;32
609;218;102;10;91;31;1055;1075;20;9.2;19
610;523;25;35;18;56;1058;1087;29;14.1;22
611;221;105;10;31;91;1060;1080;20;8.9;65
612;509;25;34;18;56;1061;1091;30;14.6;18
613;478;94;30;10;59;1061;1082;21;8.5;32
614;481;97;30;59;10;1063;1086;23;9.0;12
615;94;61;7;59;39;1064;1090;26;10.2;55
616;220;104;10;91;31;1070;1090;20;9.2;37
617;284;40;11;91;31;1073;1100;27;11.8;49
618;223;107;10;31;91;1075;1095;20;8.9;54
619;480;96;30;10;59;1076;1097;21;8.5;6
620;715;80;70;91;59;1077;1097;20;9.0;21
621;483;99;30;59;10;1078;1101;23;9.0;57
622;573;51;43;31;64;1079;1099;20;8.0;76
623;381;40;27;70;59;1079;1112;33;15.5;38
624;342;22;13;43;56;1082;1109;27;11.8;20
625;716;81;70;59;91;1082;1102;20;9.0;70
626;222;106;10;91;31;1085;1105;20;9.2;26
627;225;109;10;31;91;1090;1110;20;8.9;16
628;315;21;12;59;24;1090;1117;27;12.0;89
629;482;98;30;10;59;1091;1112;21;8.5;14
630;485;101;30;59;10;1093;1116;23;9.0;58
631;95;62;7;39;59;1094;1119;25;10.1;42
632;285;41;11;31;91;1095;1125;30;12.0;58
633;614;33;52;69;29;1095;1110;15;6.9;13
634;115;26;9;103;31;1095;1115;20;8.8;100
635;224;108;10;91;31;1100;1120;20;9.2;44
636;574;52;43;64;31;1103;1123;20;7.5;33
637;484;100;30;10;59;1106;1127;21;8.5;15
638;717;82;70;91;59;1107;1127;20;9.0;26
639;487;103;30;59;10;1108;1131;23;9.0;37
640;718;83;70;59;91;1112;1132;20;9.0;86
641;613;32;52;29;56;1115;1125;10;4.3;4
642;226;110;10;91;31;1115;1135;20;9.2;21
643;227;113;10;31;91;1120;1140;20;8.9;29
644;510;27;34;18;56;1121;1151;30;14.6;26
645;486;102;30;10;59;1121;1142;21;8.5;14
646;316;22;12;24;56;1122;1146;24;10.8;16
647;96;63;7;59;89;1129;1152;23;9.0;71
648;489;105;30;59;10;1133;1156;23;9.0;26
649;286;42;11;91;31;1133;1160;27;11.8;26
650;488;104;30;10;59;1136;1157;21;8.5;9
651;719;84;70;91;59;1137;1157;20;9.0;17
652;575;53;43;31;64;1139;1159;20;8.0;39
653;632;35;62;5;5;1140;1174;34;13.8;27
654;720;85;70;59;91;1142;1162;20;9.0;35
655;228;114;10;91;31;1145;1165;20;9.2;36
656;229;117;10;31;91;1150;1170;20;8.9;31
657;287;43;11;31;91;1155;1185;30;12.0;60
658;97;64;7;85;59;1157;1179;22;8.9;24
659;380;39;27;59;70;1157;1199;42;19.5;65
660;490;106;30;10;56;1161;1177;16;7.3;13
661;576;54;43;64;31;1163;1183;20;7.5;14
662;721;86;70;91;59;1167;1187;20;9.0;40
663;722;87;70;59;91;1172;1192;20;9.0;38
664;230;118;10;91;31;1175;1195;20;9.2;19
665;231;121;10;31;91;1180;1200;20;8.9;27
666;98;65;7;59;89;1189;1212;23;9.0;29
667;288;44;11;91;31;1193;1220;27;11.8;54
668;723;88;70;91;59;1197;1217;20;9.0;16
669;491;107;30;18;10;1198;1216;18;7.5;63
670;577;55;43;31;64;1199;1219;20;8.0;35
671;383;42;27;70;59;1203;1244;41;19.8;56
672;232;122;10;91;31;1205;1225;20;9.2;15
673;317;23;12;59;24;1210;1237;27;12.0;58
674;233;125;10;31;91;1210;1230;20;8.9;18
675;99;66;7;85;59;1217;1239;22;8.9;15
676;578;56;43;64;31;1223;1243;20;7.5;12
677;289;45;11;31;91;1225;1255;30;12.0;63
678;492;108;30;10;56;1226;1242;16;7.3;6
679;633;37;62;5;5;1230;1264;34;13.8;8
680;234;126;10;91;31;1235;1255;20;9.2;8
681;235;129;10;31;91;1240;1260;20;8.9;31
682;318;24;12;24;56;1242;1266;24;10.8;14
683;382;41;27;59;70;1247;1289;42;19.5;28
684;100;67;7;59;89;1249;1272;23;9.0;6
685;493;109;30;18;10;1258;1276;18;7.5;12
686;579;57;43;31;64;1259;1279;20;8.0;8
687;290;46;11;91;31;1260;1287;27;11.8;29
688;236;130;10;91;31;1265;1285;20;9.2;13
689;237;133;10;31;91;1270;1290;20;8.9;29
690;101;68;7;85;59;1277;1302;25;11.7;10
691;112;21;9;31;103;1283;1305;22;9.5;100
692;580;58;43;64;31;1283;1303;20;7.5;10
693;494;110;30;10;59;1286;1307;21;8.5;11
694;291;47;11;31;91;1290;1320;30;12.0;24
695;385;44;27;70;59;1293;1334;41;19.8;29
696;21;9;2;59;26;1293;1310;17;6.1;100
697;238;134;10;91;31;1295;1315;20;9.2;37
698;239;137;10;31;91;1300;1320;20;8.9;28
699;102;69;7;59;39;1304;1330;26;10.2;25
700;634;39;62;5;5;1320;1354;34;13.8;6
701;240;138;10;91;31;1325;1345;20;9.2;3
702;292;48;11;91;31;1325;1352;27;11.8;10
703;495;111;30;59;10;1326;1351;25;10.1;23
704;241;141;10;31;91;1330;1355;25;12.2;61
705;23;14;2;26;59;1330;1370;40;17.8;100
706;22;10;2;26;59;1330;1350;20;8.6;100
707;7;7;1;102;10;1330;1347;17;10.7;100
708;9;9;1;102;84;1330;1355;25;16.4;100
709;11;11;1;102;29;1330;1345;15;8.3;100
710;13;13;1;102;73;1330;1348;18;7.3;100
711;103;70;7;39;59;1334;1359;25;10.1;29
712;113;22;9;103;86;1335;1368;33;16.3;100
713;581;59;43;31;64;1335;1355;20;8.0;13
714;384;43;27;59;70;1337;1379;42;19.5;51
715;293;49;11;31;91;1350;1380;30;12.0;13
716;496;112;30;10;59;1356;1377;21;8.5;4
717;582;60;43;64;31;1359;1379;20;7.5;4
718;319;27;12;91;24;1360;1368;8;3.0;5
719;242;142;10;91;31;1360;1380;20;9.2;12
720;243;145;10;31;91;1360;1380;20;8.9;4
721;320;28;12;24;59;1373;1401;28;12.0;20
722;244;146;10;91;31;1385;1405;20;9.2;2
723;294;50;11;91;31;1385;1412;27;11.8;7
724;0;1000;0;0;0;1680;1680;0;0.0;0
